"sigma_o","sigma_x","Number of Components","Seed"
"56, 67, 65, 11, 1, 59, 7, 31, 37, 69, 75, 35, 16, 13, 98, 73, 80, 92, 97, 79, 81, 86, 85, 40, 47, 57, 10, 45, 91, 96, 62, 43, 83, 42, 99, 54, 84, 23, 29, 44, 20, 60, 77, 49, 68, 82, 58, 70, 33, 5, 30, 52, 51, 25, 32, 26, 93, 50, 22, 19, 63, 21, 14, 48, 72, 90, 24, 78, 3, 94, 28, 87, 27, 34, 4, 95, 66, 17, 53, 55, 8, 9, 2, 71, 46, 18, 38, 41, 61, 36, 100, 6, 76, 88, 39, 89, 74, 64, 12, 15","28, 38, 88, 49, 48, 47, 37, 80, 62, 78, 19, 10, 34, 83, 85, 67, 24, 95, 51, 43, 35, 87, 20, 72, 64, 7, 17, 29, 55, 6, 57, 31, 76, 41, 40, 25, 52, 9, 42, 69, 22, 99, 84, 11, 58, 91, 53, 13, 61, 70, 73, 79, 23, 46, 45, 33, 68, 56, 14, 98, 2, 74, 8, 1, 63, 97, 93, 65, 60, 54, 12, 44, 82, 94, 86, 4, 15, 92, 71, 32, 16, 50, 96, 3, 77, 39, 27, 21, 81, 5, 66, 30, 100, 89, 75, 26, 90, 59, 18, 36","7","16581669"
"20, 5, 64, 86, 24, 68, 41, 32, 36, 49, 65, 19, 27, 63, 61, 42, 95, 81, 89, 69, 77, 44, 26, 79, 43, 87, 70, 72, 15, 28, 9, 73, 94, 30, 16, 67, 14, 29, 74, 80, 66, 45, 47, 37, 12, 17, 22, 50, 92, 48, 83, 97, 23, 58, 60, 75, 98, 62, 6, 1, 82, 57, 51, 4, 13, 46, 90, 18, 76, 100, 3, 11, 33, 21, 55, 10, 71, 54, 59, 52, 8, 40, 99, 53, 34, 35, 2, 7, 93, 91, 56, 84, 78, 96, 88, 85, 31, 39, 25, 38","56, 84, 72, 61, 19, 79, 76, 29, 62, 10, 14, 21, 52, 73, 15, 64, 38, 69, 67, 59, 23, 43, 83, 71, 47, 16, 55, 95, 18, 9, 65, 54, 92, 33, 60, 20, 37, 13, 24, 75, 49, 77, 80, 26, 11, 25, 46, 1, 78, 70, 35, 34, 28, 27, 12, 68, 66, 90, 85, 30, 39, 97, 53, 42, 81, 63, 4, 98, 44, 40, 8, 50, 82, 5, 89, 86, 45, 51, 100, 36, 41, 58, 7, 22, 2, 48, 31, 87, 96, 17, 74, 99, 6, 93, 57, 91, 32, 94, 3, 88","5","16581669"
"95, 14, 12, 1, 41, 94, 31, 62, 17, 34, 97, 5, 68, 91, 80, 72, 26, 82, 60, 47, 4, 49, 64, 35, 50, 99, 3, 98, 18, 76, 75, 81, 89, 30, 61, 55, 27, 9, 78, 88, 86, 93, 79, 46, 36, 77, 51, 73, 67, 32, 74, 11, 100, 45, 83, 85, 42, 84, 8, 37, 53, 28, 66, 16, 90, 2, 43, 13, 56, 33, 19, 40, 87, 25, 38, 92, 21, 39, 10, 70, 20, 57, 44, 59, 69, 7, 48, 6, 65, 96, 24, 71, 29, 22, 52, 58, 63, 54, 15, 23","21, 91, 52, 27, 24, 83, 58, 73, 70, 77, 51, 40, 29, 86, 94, 44, 36, 50, 81, 42, 61, 63, 66, 76, 65, 80, 79, 12, 57, 96, 15, 100, 87, 17, 8, 92, 99, 71, 75, 20, 84, 33, 90, 19, 55, 67, 14, 18, 93, 43, 60, 82, 56, 30, 10, 41, 47, 95, 2, 35, 85, 16, 54, 45, 46, 53, 34, 49, 64, 74, 69, 4, 26, 72, 68, 25, 39, 78, 28, 38, 6, 9, 31, 62, 48, 23, 89, 11, 59, 98, 88, 32, 1, 5, 97, 22, 3, 37, 7, 13","3","16581669"
"50, 13, 73, 15, 29, 64, 96, 67, 55, 62, 60, 68, 43, 84, 7, 74, 24, 12, 21, 69, 79, 31, 100, 97, 37, 6, 78, 9, 71, 33, 22, 32, 70, 56, 17, 90, 35, 82, 89, 48, 81, 44, 59, 94, 8, 72, 14, 86, 77, 54, 47, 46, 25, 99, 34, 40, 85, 63, 98, 36, 16, 26, 88, 92, 80, 2, 38, 58, 51, 95, 66, 18, 5, 83, 75, 3, 49, 53, 76, 10, 52, 19, 39, 65, 11, 4, 1, 91, 93, 45, 20, 61, 30, 23, 57, 41, 28, 42, 87, 27","75, 17, 43, 27, 71, 58, 90, 40, 88, 63, 80, 78, 30, 82, 36, 39, 44, 87, 2, 61, 60, 13, 53, 47, 85, 56, 67, 42, 1, 95, 16, 89, 57, 4, 66, 74, 81, 3, 54, 79, 64, 93, 99, 69, 65, 14, 21, 83, 7, 25, 73, 41, 15, 18, 29, 84, 20, 62, 86, 59, 5, 19, 12, 70, 26, 24, 37, 98, 6, 9, 77, 68, 28, 49, 8, 76, 32, 11, 45, 97, 50, 72, 92, 94, 10, 91, 96, 22, 46, 33, 38, 55, 52, 48, 35, 34, 23, 31, 100, 51","5","16581669"
"16, 58, 37, 39, 86, 74, 95, 20, 6, 9, 11, 27, 32, 29, 49, 97, 60, 55, 48, 18, 7, 90, 79, 3, 2, 71, 26, 42, 1, 66, 21, 54, 34, 23, 36, 62, 91, 4, 75, 30, 52, 31, 65, 8, 33, 84, 44, 76, 61, 69, 73, 51, 28, 67, 93, 78, 17, 89, 50, 99, 59, 53, 10, 24, 96, 41, 46, 82, 15, 100, 43, 38, 92, 77, 88, 57, 98, 87, 12, 47, 85, 40, 70, 14, 35, 19, 72, 56, 45, 83, 94, 5, 22, 80, 25, 63, 68, 13, 81, 64","94, 50, 2, 64, 31, 99, 29, 14, 75, 47, 18, 52, 46, 53, 76, 22, 44, 67, 69, 80, 19, 21, 10, 43, 93, 12, 9, 73, 65, 85, 84, 24, 77, 71, 97, 1, 49, 13, 41, 11, 16, 7, 40, 68, 4, 72, 88, 66, 48, 95, 28, 30, 58, 5, 60, 63, 55, 54, 32, 3, 98, 100, 20, 27, 8, 79, 17, 87, 42, 82, 91, 33, 35, 61, 23, 89, 86, 90, 15, 62, 81, 26, 25, 37, 45, 51, 57, 6, 70, 36, 96, 34, 83, 59, 38, 74, 78, 39, 92, 56","4","16581669"
"41, 37, 33, 6, 67, 10, 62, 78, 19, 95, 70, 65, 100, 18, 84, 97, 79, 59, 52, 77, 12, 49, 5, 85, 16, 9, 29, 35, 36, 54, 38, 30, 44, 32, 66, 60, 20, 73, 83, 94, 82, 76, 27, 50, 58, 31, 17, 92, 96, 39, 28, 7, 81, 4, 14, 15, 48, 2, 3, 68, 24, 23, 98, 43, 51, 72, 45, 75, 91, 26, 21, 93, 71, 8, 89, 90, 13, 61, 74, 42, 87, 25, 57, 80, 69, 46, 99, 40, 22, 88, 11, 53, 47, 56, 1, 55, 63, 64, 34, 86","87, 3, 11, 44, 25, 85, 4, 43, 14, 30, 72, 34, 65, 67, 83, 17, 32, 18, 75, 78, 57, 84, 77, 82, 53, 55, 26, 94, 80, 29, 6, 35, 36, 96, 74, 41, 46, 37, 19, 59, 64, 48, 42, 9, 100, 24, 28, 12, 56, 54, 20, 2, 50, 51, 95, 79, 22, 90, 86, 39, 89, 38, 16, 27, 61, 98, 31, 1, 5, 93, 60, 49, 33, 45, 15, 99, 21, 47, 97, 7, 76, 66, 81, 10, 73, 8, 13, 71, 88, 68, 52, 92, 58, 70, 63, 40, 62, 23, 91, 69","3","16581669"
"43, 42, 45, 79, 41, 72, 59, 44, 86, 91, 95, 93, 36, 18, 5, 92, 17, 20, 27, 73, 100, 49, 22, 90, 35, 12, 4, 33, 1, 30, 23, 94, 83, 7, 78, 81, 82, 50, 62, 74, 60, 75, 98, 70, 58, 89, 65, 97, 28, 16, 99, 71, 51, 69, 54, 47, 26, 21, 88, 6, 68, 32, 2, 15, 84, 77, 96, 13, 8, 53, 67, 39, 85, 76, 19, 56, 31, 46, 66, 61, 14, 29, 55, 63, 64, 10, 11, 40, 9, 87, 80, 34, 37, 52, 48, 24, 57, 3, 38, 25","33, 78, 88, 70, 49, 31, 40, 92, 5, 41, 34, 9, 56, 36, 62, 61, 19, 17, 72, 84, 74, 35, 8, 28, 54, 81, 26, 24, 11, 95, 68, 22, 14, 48, 44, 59, 37, 79, 6, 16, 12, 15, 38, 93, 71, 76, 82, 96, 21, 45, 50, 7, 66, 46, 42, 65, 30, 3, 94, 63, 97, 1, 100, 32, 53, 99, 77, 90, 47, 75, 64, 13, 87, 83, 60, 29, 80, 39, 57, 55, 25, 10, 98, 20, 73, 2, 43, 86, 4, 58, 27, 69, 23, 85, 52, 91, 67, 89, 18, 51","4","16581669"
"71, 50, 21, 90, 58, 45, 15, 63, 66, 51, 34, 3, 56, 59, 68, 4, 9, 81, 11, 7, 48, 23, 6, 49, 85, 12, 13, 54, 100, 27, 94, 43, 60, 65, 72, 26, 1, 22, 39, 40, 19, 41, 83, 78, 98, 62, 36, 17, 84, 95, 53, 97, 44, 10, 92, 75, 16, 99, 32, 80, 79, 57, 55, 74, 86, 93, 37, 82, 76, 77, 31, 73, 35, 96, 30, 14, 88, 70, 8, 25, 29, 52, 18, 91, 87, 46, 67, 61, 33, 47, 64, 5, 42, 20, 24, 89, 28, 2, 69, 38","61, 55, 24, 65, 66, 40, 95, 6, 79, 68, 76, 22, 32, 29, 59, 30, 63, 48, 80, 20, 90, 99, 89, 35, 25, 10, 73, 9, 57, 88, 72, 46, 31, 74, 47, 41, 37, 16, 21, 83, 82, 11, 51, 84, 96, 49, 2, 5, 62, 44, 91, 18, 85, 86, 34, 14, 92, 1, 94, 56, 13, 23, 60, 15, 93, 71, 87, 58, 12, 42, 78, 53, 67, 98, 39, 26, 19, 81, 38, 7, 75, 69, 50, 77, 70, 64, 36, 45, 43, 28, 97, 17, 3, 54, 8, 52, 100, 27, 33, 4","4","16581669"
"80, 57, 21, 99, 96, 52, 100, 72, 90, 77, 2, 78, 61, 59, 4, 69, 36, 24, 53, 3, 81, 38, 55, 82, 92, 46, 32, 31, 91, 83, 42, 68, 9, 8, 63, 98, 67, 89, 62, 60, 1, 10, 34, 23, 86, 14, 15, 41, 16, 48, 65, 40, 95, 44, 19, 64, 71, 93, 97, 7, 28, 73, 49, 94, 51, 11, 43, 39, 26, 35, 47, 22, 5, 50, 33, 56, 54, 6, 25, 27, 45, 29, 87, 84, 79, 20, 13, 66, 74, 17, 30, 70, 37, 88, 58, 12, 75, 85, 18, 76","48, 6, 92, 20, 47, 9, 65, 83, 49, 79, 75, 73, 31, 82, 28, 36, 29, 45, 60, 44, 2, 95, 26, 85, 56, 98, 55, 42, 54, 70, 30, 94, 68, 10, 89, 100, 96, 52, 14, 61, 86, 17, 80, 7, 81, 15, 8, 99, 74, 33, 11, 93, 5, 22, 76, 39, 13, 35, 91, 67, 25, 37, 34, 4, 88, 32, 12, 71, 53, 16, 59, 23, 69, 66, 46, 27, 57, 24, 97, 78, 51, 84, 90, 41, 1, 38, 18, 62, 64, 3, 63, 77, 50, 72, 40, 43, 19, 21, 87, 58","4","16581669"
"86, 12, 17, 45, 94, 2, 6, 79, 88, 91, 29, 76, 52, 95, 21, 66, 97, 38, 44, 15, 74, 28, 27, 50, 68, 53, 83, 43, 23, 85, 1, 46, 67, 89, 51, 60, 36, 56, 69, 4, 40, 98, 42, 3, 81, 20, 55, 82, 47, 26, 96, 70, 33, 18, 65, 25, 31, 63, 78, 62, 87, 64, 49, 16, 93, 7, 61, 24, 35, 34, 37, 100, 22, 71, 54, 99, 19, 11, 57, 92, 90, 30, 72, 10, 58, 75, 13, 5, 9, 84, 39, 41, 77, 14, 80, 73, 8, 48, 32, 59","45, 77, 33, 68, 9, 34, 79, 13, 53, 57, 31, 71, 73, 85, 93, 94, 61, 50, 3, 41, 48, 62, 55, 89, 39, 84, 37, 64, 72, 49, 51, 2, 96, 52, 12, 80, 1, 27, 43, 46, 78, 23, 36, 44, 92, 32, 67, 60, 58, 98, 5, 54, 14, 100, 25, 95, 17, 47, 11, 70, 21, 74, 56, 59, 88, 29, 91, 42, 65, 97, 38, 26, 35, 76, 99, 4, 16, 30, 19, 63, 82, 7, 22, 87, 81, 66, 15, 86, 40, 83, 28, 90, 20, 69, 10, 8, 6, 24, 75, 18","6","16581669"
"88, 41, 84, 70, 76, 62, 25, 38, 34, 74, 98, 23, 87, 77, 22, 99, 15, 11, 45, 63, 39, 5, 36, 91, 93, 83, 3, 52, 47, 21, 27, 7, 1, 4, 80, 30, 48, 68, 50, 100, 85, 97, 73, 96, 9, 8, 19, 57, 17, 71, 51, 92, 12, 55, 75, 16, 35, 60, 58, 10, 61, 86, 2, 29, 6, 40, 65, 13, 33, 32, 18, 26, 94, 54, 66, 67, 44, 72, 20, 79, 89, 37, 59, 46, 24, 95, 42, 81, 49, 43, 53, 31, 14, 28, 56, 90, 64, 69, 78, 82","53, 3, 16, 69, 6, 87, 30, 34, 22, 80, 27, 81, 10, 94, 52, 28, 8, 12, 79, 66, 42, 97, 47, 2, 37, 74, 58, 92, 25, 55, 65, 51, 7, 26, 29, 36, 32, 60, 70, 44, 75, 11, 31, 98, 72, 17, 46, 77, 100, 14, 62, 99, 82, 54, 57, 68, 49, 95, 76, 67, 41, 91, 33, 4, 40, 50, 24, 19, 93, 1, 39, 15, 71, 85, 48, 35, 84, 61, 13, 88, 64, 86, 45, 89, 21, 20, 38, 78, 59, 18, 83, 56, 9, 23, 96, 63, 5, 43, 90, 73","3","16581669"
"71, 48, 98, 41, 65, 99, 30, 33, 49, 2, 5, 83, 44, 37, 31, 36, 20, 70, 76, 85, 56, 82, 16, 94, 95, 59, 74, 10, 97, 67, 90, 32, 60, 58, 28, 80, 89, 34, 6, 51, 87, 38, 66, 63, 4, 69, 52, 29, 42, 14, 79, 35, 7, 22, 96, 39, 68, 46, 93, 81, 45, 25, 12, 19, 9, 3, 78, 91, 61, 18, 26, 50, 13, 53, 40, 1, 8, 64, 73, 54, 27, 17, 84, 92, 21, 72, 23, 43, 75, 100, 55, 88, 11, 47, 62, 86, 57, 15, 77, 24","40, 20, 80, 17, 92, 62, 23, 27, 86, 6, 100, 34, 90, 15, 46, 44, 38, 25, 42, 81, 45, 63, 99, 64, 31, 94, 3, 75, 60, 54, 37, 77, 10, 28, 74, 36, 33, 98, 83, 8, 72, 52, 79, 91, 68, 48, 2, 61, 30, 5, 70, 1, 53, 59, 58, 32, 97, 12, 26, 29, 85, 78, 84, 51, 65, 69, 89, 55, 87, 11, 19, 39, 95, 7, 96, 21, 50, 71, 4, 73, 66, 49, 43, 67, 82, 47, 56, 93, 76, 57, 9, 18, 14, 16, 88, 24, 13, 35, 22, 41","4","16581669"
"25, 100, 53, 62, 12, 19, 32, 33, 76, 79, 74, 48, 75, 37, 60, 5, 14, 11, 67, 92, 50, 84, 47, 91, 42, 89, 26, 44, 3, 77, 86, 43, 80, 56, 20, 65, 13, 95, 31, 16, 90, 34, 10, 78, 73, 64, 93, 71, 17, 27, 36, 81, 2, 18, 28, 94, 69, 8, 68, 40, 66, 52, 87, 82, 24, 6, 21, 9, 59, 55, 83, 98, 61, 41, 97, 30, 54, 35, 96, 39, 58, 38, 72, 46, 22, 57, 4, 45, 15, 7, 63, 1, 88, 99, 85, 23, 29, 51, 70, 49","63, 22, 36, 5, 35, 7, 52, 78, 79, 89, 58, 61, 3, 34, 44, 31, 55, 20, 48, 6, 29, 97, 46, 99, 14, 37, 38, 70, 47, 21, 68, 4, 67, 72, 91, 71, 17, 90, 24, 30, 18, 2, 12, 57, 51, 27, 65, 42, 11, 9, 88, 84, 45, 33, 93, 25, 62, 81, 15, 1, 98, 74, 43, 23, 54, 82, 100, 95, 50, 94, 75, 49, 39, 60, 10, 59, 73, 66, 28, 32, 86, 56, 83, 77, 53, 8, 96, 16, 13, 92, 76, 19, 80, 85, 69, 87, 64, 41, 40, 26","1","16581669"
